temp,atemp,hum,windspeed,mnth,hr,weekday,season,holiday,workingday,weathersit,cnt
0.22,0.2576,0.93,0.0896,1,6,3,1,0,1,2,32
0.24,0.2576,0.92,0.1045,1,7,3,1,0,1,2,90
0.24,0.2576,0.93,0.1045,1,8,3,1,0,1,2,197
0.24,0.2576,0.93,0.1045,1,9,3,1,0,1,2,109
0.26,0.2727,0.93,0.1343,1,10,3,1,0,1,2,47
0.28,0.303,0.87,0.0896,1,11,3,1,0,1,2,52
0.3,0.3182,0.81,0.0896,1,12,3,1,0,1,2,70
0.4,0.4091,0.62,0.2836,1,13,3,1,0,1,1,78
0.4,0.4091,0.58,0.2537,1,14,3,1,0,1,1,75
0.4,0.4091,0.54,0.2836,1,15,3,1,0,1,1,82
0.38,0.3939,0.58,0.3881,1,16,3,1,0,1,1,104
0.36,0.3333,0.57,0.3284,1,17,3,1,0,1,1,197
0.34,0.3182,0.61,0.2836,1,18,3,1,0,1,1,161
0.32,0.2879,0.57,0.4179,1,19,3,1,0,1,1,112
0.32,0.303,0.49,0.2985,1,20,3,1,0,1,1,76
0.32,0.2879,0.49,0.4179,1,21,3,1,0,1,1,59
0.3,0.303,0.52,0.1642,1,22,3,1,0,1,1,59
0.3,0.2727,0.52,0.4627,1,23,3,1,0,1,1,28
0.26,0.2273,0.56,0.3881,1,0,4,1,0,1,1,13
0.26,0.2727,0.56,0.0,1,1,4,1,0,1,1,5
0.26,0.2727,0.56,0.0,1,2,4,1,0,1,1,2
0.26,0.2576,0.56,0.1642,1,3,4,1,0,1,1,1
0.26,0.2576,0.56,0.1642,1,4,4,1,0,1,1,1
0.24,0.2273,0.6,0.2239,1,5,4,1,0,1,1,6
0.22,0.2121,0.6,0.2239,1,6,4,1,0,1,1,35
0.22,0.2121,0.55,0.2239,1,7,4,1,0,1,1,101
0.22,0.2121,0.55,0.2836,1,8,4,1,0,1,1,249
0.24,0.2273,0.52,0.2239,1,9,4,1,0,1,2,143
0.26,0.2273,0.48,0.2985,1,10,4,1,0,1,1,57
0.28,0.2727,0.45,0.1642,1,11,4,1,0,1,2,68
0.3,0.3333,0.42,0.0,1,12,4,1,0,1,2,84
0.28,0.2879,0.45,0.1045,1,13,4,1,0,1,2,98
0.3,0.303,0.45,0.1343,1,14,4,1,0,1,2,81
0.32,0.3182,0.45,0.194,1,15,4,1,0,1,2,70
0.3,0.303,0.49,0.1343,1,16,4,1,0,1,2,91
0.3,0.3182,0.49,0.1045,1,17,4,1,0,1,2,215
0.26,0.2576,0.56,0.194,1,18,4,1,0,1,2,185
0.26,0.2273,0.56,0.3284,1,19,4,1,0,1,1,152
0.26,0.2424,0.6,0.2836,1,20,4,1,0,1,2,126
0.24,0.2273,0.6,0.2537,1,21,4,1,0,1,2,57
0.24,0.2121,0.65,0.2836,1,22,4,1,0,1,2,56
0.24,0.2121,0.65,0.3284,1,23,4,1,0,1,2,31
0.24,0.2273,0.7,0.2537,1,0,5,1,0,1,2,21
0.24,0.2273,0.7,0.2537,1,1,5,1,0,1,2,6
0.24,0.2424,0.75,0.1642,1,2,5,1,0,1,3,2
0.22,0.2121,0.8,0.2985,1,3,5,1,0,1,3,1
0.22,0.2576,0.87,0.0896,1,4,5,1,0,1,2,1
0.24,0.197,0.6,0.4179,1,5,5,1,0,1,1,5
0.22,0.2121,0.55,0.2537,1,6,5,1,0,1,1,27
0.2,0.1818,0.51,0.2836,1,7,5,1,0,1,1,68
0.2,0.1818,0.47,0.3284,1,8,5,1,0,1,1,217
0.2,0.1818,0.51,0.3582,1,9,5,1,0,1,1,166
0.2,0.1667,0.47,0.4627,1,10,5,1,0,1,1,63
0.22,0.1818,0.41,0.4627,1,11,5,1,0,1,1,59
0.22,0.1818,0.27,0.5821,1,12,5,1,0,1,1,78
0.2,0.1515,0.21,0.5821,1,13,5,1,0,1,1,73
0.2,0.1515,0.25,0.5224,1,14,5,1,0,1,1,62
0.16,0.1212,0.26,0.4478,1,15,5,1,0,1,1,65
0.16,0.1364,0.26,0.3582,1,16,5,1,0,1,1,97
0.14,0.1212,0.28,0.3582,1,17,5,1,0,1,1,161
0.12,0.1212,0.3,0.2537,1,18,5,1,0,1,1,120
0.12,0.1061,0.3,0.3284,1,19,5,1,0,1,1,96
0.1,0.0758,0.33,0.4179,1,20,5,1,0,1,1,53
0.08,0.0758,0.38,0.2836,1,21,5,1,0,1,1,41
0.06,0.0303,0.41,0.3881,1,22,5,1,0,1,1,34
0.06,0.0455,0.38,0.3284,1,23,5,1,0,1,1,27
0.04,0.0303,0.45,0.2537,1,0,6,1,0,0,1,13
0.04,0.0,0.41,0.3881,1,1,6,1,0,0,2,12
0.04,0.0303,0.41,0.2537,1,2,6,1,0,0,2,11
0.04,0.0303,0.41,0.2836,1,3,6,1,0,0,2,7
0.02,0.0152,0.48,0.2985,1,4,6,1,0,0,2,3
0.02,0.0303,0.44,0.2239,1,6,6,1,0,0,2,2
0.02,0.0152,0.44,0.2836,1,7,6,1,0,0,1,8
0.02,0.0,0.44,0.3284,1,8,6,1,0,0,1,27
0.04,0.0303,0.41,0.2537,1,9,6,1,0,0,1,40
0.04,0.0606,0.41,0.1642,1,10,6,1,0,0,2,53
0.06,0.0758,0.38,0.1343,1,11,6,1,0,0,2,63
0.06,0.1061,0.38,0.1045,1,12,6,1,0,0,2,70
0.08,0.1667,0.35,0.0,1,13,6,1,0,0,1,84
0.1,0.1364,0.33,0.1045,1,14,6,1,0,0,1,75
0.12,0.1515,0.28,0.0,1,15,6,1,0,0,1,103
0.12,0.1364,0.28,0.194,1,16,6,1,0,0,1,83
0.12,0.197,0.28,0.0,1,17,6,1,0,0,1,67
0.08,0.0909,0.35,0.194,1,18,6,1,0,0,1,54
0.08,0.1061,0.35,0.1343,1,19,6,1,0,0,1,59
0.06,0.0758,0.45,0.1642,1,20,6,1,0,0,1,45
0.06,0.1061,0.41,0.0896,1,21,6,1,0,0,1,39
0.06,0.1515,0.49,0.0,1,22,6,1,0,0,1,30
0.04,0.0758,0.57,0.1045,1,23,6,1,0,0,1,33
0.04,0.0758,0.57,0.1045,1,0,0,1,0,0,1,22
0.04,0.0758,0.57,0.1045,1,1,0,1,0,0,1,13
0.02,0.0606,0.62,0.1343,1,2,0,1,0,0,1,18
0.02,0.0606,0.62,0.1343,1,3,0,1,0,0,1,5
0.04,0.0758,0.57,0.1045,1,5,0,1,0,0,2,3
0.04,0.0758,0.57,0.1045,1,6,0,1,0,0,2,1
0.08,0.1061,0.58,0.1642,1,7,0,1,0,0,1,2
0.06,0.0758,0.62,0.1642,1,8,0,1,0,0,1,19
0.1,0.0758,0.54,0.3582,1,9,0,1,0,0,1,28
0.14,0.1061,0.46,0.3881,1,10,0,1,0,0,1,58
0.14,0.1364,0.43,0.2239,1,11,0,1,0,0,1,99
0.16,0.1212,0.37,0.4627,1,12,0,1,0,0,1,116
0.14,0.1061,0.33,0.3881,1,13,0,1,0,0,1,87
0.16,0.1364,0.28,0.3582,1,14,0,1,0,0,1,110
0.16,0.1364,0.28,0.3582,1,15,0,1,0,0,1,77
0.16,0.1364,0.26,0.3284,1,16,0,1,0,0,1,65
0.14,0.1061,0.26,0.3881,1,17,0,1,0,0,1,55
0.12,0.1212,0.3,0.2537,1,18,0,1,0,0,1,49
0.12,0.1212,0.3,0.2836,1,19,0,1,0,0,1,50
0.1,0.1061,0.36,0.2537,1,20,0,1,0,0,1,35
0.1,0.1061,0.36,0.194,1,21,0,1,0,0,1,25
0.08,0.0909,0.38,0.194,1,22,0,1,0,0,1,28
0.06,0.0606,0.41,0.2239,1,23,0,1,0,0,1,21
0.06,0.0606,0.41,0.194,1,0,1,1,0,1,1,7
0.04,0.0455,0.45,0.194,1,1,1,1,0,1,1,1
0.04,0.0303,0.45,0.2537,1,3,1,1,0,1,1,1
0.02,0.0606,0.48,0.1343,1,4,1,1,0,1,1,1
0.02,0.0606,0.48,0.1343,1,5,1,1,0,1,1,5
0.02,0.0758,0.48,0.0896,1,6,1,1,0,1,1,15
0.02,0.1212,0.48,0.0,1,7,1,1,0,1,1,84
0.04,0.1364,0.49,0.0,1,8,1,1,0,1,1,177
0.06,0.1515,0.41,0.0,1,9,1,1,0,1,1,102
0.1,0.1364,0.42,0.0,1,10,1,1,0,1,1,40
0.1,0.1212,0.46,0.1343,1,11,1,1,0,1,1,46
0.12,0.1364,0.42,0.194,1,12,1,1,0,1,2,63
0.14,0.1364,0.43,0.2239,1,13,1,1,0,1,2,60
0.14,0.1364,0.46,0.2239,1,14,1,1,0,1,2,45
0.16,0.1667,0.4,0.1642,1,15,1,1,0,1,1,57
0.16,0.1515,0.47,0.2537,1,16,1,1,0,1,1,70
0.14,0.1212,0.5,0.2537,1,17,1,1,0,1,1,184
0.14,0.1364,0.59,0.194,1,18,1,1,0,1,1,153
0.14,0.1515,0.54,0.1642,1,19,1,1,0,1,1,106
0.14,0.1364,0.59,0.194,1,20,1,1,0,1,1,81
0.14,0.1515,0.63,0.1642,1,21,1,1,0,1,1,59
0.14,0.1364,0.63,0.2239,1,22,1,1,0,1,2,35
0.16,0.1515,0.64,0.2537,1,23,1,1,0,1,2,24
0.16,0.1364,0.69,0.2836,1,0,2,1,0,1,2,9
0.16,0.1667,0.69,0.1642,1,1,2,1,0,1,2,5
0.16,0.1515,0.69,0.2239,1,2,2,1,0,1,1,2
0.14,0.1667,0.74,0.1045,1,4,2,1,0,1,1,1
0.14,0.1364,0.74,0.2239,1,5,2,1,0,1,1,9
0.16,0.1818,0.74,0.1045,1,6,2,1,0,1,1,36
0.16,0.1515,0.74,0.2239,1,7,2,1,0,1,1,108
0.16,0.1818,0.74,0.1343,1,8,2,1,0,1,2,238
0.2,0.2273,0.64,0.0896,1,9,2,1,0,1,2,144
0.22,0.2424,0.6,0.1045,1,10,2,1,0,1,2,55
0.24,0.2424,0.6,0.1343,1,11,2,1,0,1,2,61
0.26,0.2879,0.56,0.0896,1,12,2,1,0,1,2,106
0.26,0.2727,0.56,0.1343,1,13,2,1,0,1,2,93
0.3,0.3333,0.45,0.0,1,14,2,1,0,1,2,68
0.32,0.3485,0.42,0.0,1,15,2,1,0,1,2,84
0.32,0.3485,0.42,0.0,1,16,2,1,0,1,2,116
0.3,0.3333,0.45,0.0,1,17,2,1,0,1,1,222
0.3,0.3182,0.49,0.0896,1,18,2,1,0,1,2,225
0.26,0.2576,0.65,0.1642,1,19,2,1,0,1,2,146
0.24,0.2273,0.65,0.194,1,20,2,1,0,1,1,119
0.24,0.2273,0.65,0.194,1,21,2,1,0,1,1,45
0.22,0.2273,0.64,0.1642,1,22,2,1,0,1,1,53
0.22,0.2273,0.64,0.1642,1,23,2,1,0,1,2,40
0.22,0.2273,0.69,0.1343,1,0,3,1,0,1,2,17
0.24,0.2424,0.65,0.1343,1,1,3,1,0,1,2,5
0.22,0.2273,0.69,0.194,1,2,3,1,0,1,3,10
0.2,0.1818,0.86,0.2836,1,5,3,1,0,1,3,1
0.2,0.1818,0.86,0.2836,1,6,3,1,0,1,3,8
0.22,0.2121,0.87,0.2985,1,7,3,1,0,1,3,30
0.22,0.2121,0.87,0.2985,1,8,3,1,0,1,3,72
0.22,0.2121,0.87,0.2985,1,9,3,1,0,1,3,58
0.22,0.2121,0.93,0.2836,1,10,3,1,0,1,3,28
0.22,0.197,0.93,0.3284,1,11,3,1,0,1,3,41
0.22,0.197,0.93,0.3284,1,12,3,1,0,1,3,48
0.22,0.197,0.93,0.3284,1,13,3,1,0,1,3,47
0.22,0.197,0.93,0.3582,1,14,3,1,0,1,3,36
0.22,0.1818,0.93,0.4627,1,15,3,1,0,1,3,43
0.22,0.197,0.93,0.3284,1,16,3,1,0,1,4,36
0.2,0.1818,0.93,0.3582,1,17,3,1,0,1,3,26
0.22,0.2273,0.55,0.194,1,16,4,1,0,1,1,24
0.22,0.2424,0.55,0.1045,1,17,4,1,0,1,1,84
0.2,0.2273,0.69,0.0896,1,18,4,1,0,1,1,104
0.2,0.2273,0.69,0.0896,1,19,4,1,0,1,1,79
0.18,0.2121,0.74,0.0896,1,20,4,1,0,1,1,59
0.18,0.2121,0.74,0.0896,1,21,4,1,0,1,1,38
0.18,0.2121,0.74,0.0896,1,22,4,1,0,1,1,27
0.18,0.197,0.8,0.1642,1,23,4,1,0,1,1,16
0.2,0.2121,0.75,0.1343,1,0,5,1,0,1,2,9
0.2,0.2121,0.75,0.1343,1,1,5,1,0,1,2,3
0.2,0.2121,0.75,0.1642,1,2,5,1,0,1,2,2
0.2,0.2273,0.75,0.1045,1,3,5,1,0,1,2,1
0.18,0.2121,0.8,0.1045,1,5,5,1,0,1,2,4
0.18,0.197,0.8,0.1343,1,6,5,1,0,1,2,16
0.16,0.197,0.86,0.0896,1,7,5,1,0,1,2,60
0.16,0.197,0.86,0.0896,1,8,5,1,0,1,2,157
0.18,0.2121,0.86,0.0896,1,9,5,1,0,1,3,101
0.18,0.2121,0.86,0.1045,1,10,5,1,0,1,3,49
0.18,0.2121,0.93,0.1045,1,11,5,1,0,1,3,30
0.18,0.2121,0.93,0.1045,1,12,5,1,0,1,3,29
0.18,0.2121,0.93,0.1045,1,13,5,1,0,1,3,31
0.22,0.2727,0.8,0.0,1,14,5,1,0,1,3,38
0.2,0.2576,0.86,0.0,1,15,5,1,0,1,2,41
0.22,0.2727,0.8,0.0,1,16,5,1,0,1,1,80
0.24,0.2424,0.75,0.1343,1,17,5,1,0,1,1,149
0.24,0.2273,0.75,0.194,1,18,5,1,0,1,1,109
0.24,0.2424,0.75,0.1343,1,19,5,1,0,1,2,89
0.24,0.2273,0.7,0.194,1,20,5,1,0,1,2,62
0.22,0.2273,0.75,0.1343,1,21,5,1,0,1,2,58
0.24,0.2121,0.65,0.3582,1,22,5,1,0,1,1,26
0.24,0.2273,0.6,0.2239,1,23,5,1,0,1,1,23
0.22,0.197,0.64,0.3582,1,0,6,1,0,0,1,28
0.22,0.2273,0.64,0.194,1,1,6,1,0,0,1,20
0.22,0.2273,0.64,0.1642,1,2,6,1,0,0,1,15
0.2,0.2121,0.64,0.1343,1,3,6,1,0,0,1,8
0.16,0.1818,0.69,0.1045,1,4,6,1,0,0,1,3
0.16,0.1818,0.64,0.1343,1,6,6,1,0,0,1,2
0.16,0.1818,0.59,0.1045,1,7,6,1,0,0,1,5
0.18,0.197,0.55,0.1642,1,8,6,1,0,0,1,34
0.18,0.2121,0.59,0.0896,1,9,6,1,0,0,1,34
0.18,0.2121,0.64,0.1045,1,10,6,1,0,0,2,55
0.18,0.197,0.64,0.1343,1,11,6,1,0,0,2,64
0.2,0.197,0.59,0.194,1,12,6,1,0,0,2,78
0.22,0.2273,0.55,0.1642,1,13,6,1,0,0,2,65
0.22,0.2273,0.6,0.1343,1,14,6,1,0,0,2,99
0.22,0.2121,0.69,0.2537,1,15,6,1,0,0,1,120
0.24,0.2424,0.6,0.1642,1,16,6,1,0,0,1,107
0.24,0.2879,0.6,0.0,1,17,6,1,0,0,1,91
0.22,0.2273,0.69,0.1343,1,18,6,1,0,0,1,68
0.22,0.2121,0.69,0.2537,1,19,6,1,0,0,2,58
0.18,0.2121,0.74,0.0896,1,20,6,1,0,0,1,43
0.18,0.2121,0.74,0.0896,1,21,6,1,0,0,1,36
0.16,0.197,0.8,0.0896,1,22,6,1,0,0,1,32
0.16,0.197,0.8,0.0896,1,23,6,1,0,0,1,33
0.16,0.1818,0.8,0.1045,1,0,0,1,0,0,1,33
0.14,0.2121,0.8,0.0,1,1,0,1,0,0,1,29
0.16,0.2273,0.8,0.0,1,2,0,1,0,0,1,11
0.14,0.2121,0.93,0.0,1,3,0,1,0,0,1,8
0.14,0.2121,0.93,0.0,1,4,0,1,0,0,1,1
0.14,0.2121,0.86,0.0,1,5,0,1,0,0,1,3
0.14,0.2121,0.86,0.0,1,7,0,1,0,0,1,3
0.14,0.2121,0.86,0.0,1,8,0,1,0,0,2,12
0.16,0.2273,0.8,0.0,1,9,0,1,0,0,2,38
0.18,0.2424,0.8,0.0,1,10,0,1,0,0,2,64
0.22,0.2727,0.75,0.0,1,11,0,1,0,0,1,59
0.3,0.3182,0.52,0.1045,1,12,0,1,0,0,1,97
0.28,0.2879,0.61,0.1045,1,13,0,1,0,0,1,84
0.28,0.303,0.61,0.0896,1,14,0,1,0,0,1,122
0.3,0.3333,0.56,0.0,1,15,0,1,0,0,1,109
0.3,0.3333,0.56,0.0,1,16,0,1,0,0,1,123
0.3,0.2879,0.56,0.194,1,17,0,1,0,0,1,77
0.26,0.2576,0.65,0.1642,1,18,0,1,0,0,1,65
0.26,0.2576,0.65,0.194,1,19,0,1,0,0,1,55
0.26,0.2727,0.65,0.1045,1,20,0,1,0,0,2,33
0.24,0.2424,0.7,0.1642,1,21,0,1,0,0,2,28
0.24,0.2273,0.7,0.194,1,22,0,1,0,0,2,21
0.24,0.2121,0.65,0.2836,1,23,0,1,0,0,2,21
0.24,0.2273,0.65,0.2239,1,0,1,1,0,1,2,7
0.22,0.2121,0.64,0.2537,1,1,1,1,0,1,1,7
0.22,0.2273,0.64,0.194,1,2,1,1,0,1,1,1
0.22,0.2273,0.64,0.194,1,3,1,1,0,1,1,2
0.2,0.197,0.59,0.2239,1,4,1,1,0,1,1,2
0.18,0.1667,0.64,0.2836,1,5,1,1,0,1,1,8
0.16,0.1364,0.69,0.3284,1,6,1,1,0,1,1,37
0.16,0.1364,0.64,0.2836,1,7,1,1,0,1,2,72
0.16,0.1364,0.59,0.2836,1,8,1,1,0,1,2,185
0.16,0.1364,0.59,0.2985,1,9,1,1,0,1,2,112
0.16,0.1515,0.59,0.194,1,10,1,1,0,1,2,69
0.16,0.1515,0.59,0.194,1,11,1,1,0,1,2,48
0.18,0.2121,0.55,0.1045,1,12,1,1,0,1,2,68
0.16,0.2273,0.59,0.0,1,13,1,1,0,1,2,54
0.18,0.197,0.55,0.1343,1,14,1,1,0,1,2,86
0.16,0.1818,0.59,0.1343,1,15,1,1,0,1,2,44
0.16,0.1818,0.56,0.194,1,16,1,1,0,1,2,86
0.16,0.1515,0.59,0.194,1,17,1,1,0,1,2,161
0.16,0.1515,0.55,0.2239,1,18,1,1,0,1,2,156
0.3,0.3182,0.61,0.1045,1,19,1,1,0,1,1,111
0.16,0.1667,0.59,0.1642,1,20,1,1,0,1,3,78
0.16,0.197,0.59,0.0896,1,21,1,1,0,1,3,56
0.16,0.1818,0.59,0.1045,1,22,1,1,0,1,2,34
0.16,0.197,0.64,0.0896,1,23,1,1,0,1,2,17
